time_s,y_mm
10.858333,162.902422
10.866667,162.891288
10.875000,162.879044
10.883333,162.872865
10.891667,162.879750
10.900000,162.877792
10.908333,162.860455
10.916667,162.845810
10.925000,162.838535
10.933333,162.832779
10.941667,162.837277
10.950000,162.836824
10.958333,162.826580
10.966667,162.815904
10.975000,162.793815
10.983333,162.783652
10.991667,162.791217
11.000000,162.787348
11.008333,162.795659
11.016667,162.790670
11.025000,162.782211
11.033333,162.760998
11.041667,162.745990
11.050000,162.728248
11.058333,162.719235
11.066667,162.709268
11.075000,162.697990
11.083333,162.682151
11.091667,162.640989
11.100000,162.609117
11.108333,162.603153
11.116667,162.578810
11.125000,162.572981
11.133333,162.555025
11.141667,162.537647
11.150000,162.533218
11.158333,162.538847
11.166667,162.530335
11.175000,162.539171
11.183333,162.529829
11.191667,162.521317
11.200000,162.511409
11.208333,162.498079
11.216667,162.495799
11.225000,162.491324
11.233333,162.483919
11.241667,162.472566
11.250000,162.465581
11.258333,162.468735
11.266667,162.467253
11.275000,162.441862
11.283333,162.447801
11.291667,162.440247
11.300000,162.429882
11.308333,162.430213
11.316667,162.431335
11.325000,162.427182
11.333333,162.417818
11.341667,162.396730
11.350000,162.399104
11.358333,162.406908
11.366667,162.397904
11.375000,162.407208
11.383333,162.400436
11.391667,162.397959
11.400000,162.389579
11.408333,162.372220
11.416667,162.364455
11.425000,162.350940
11.433333,162.348967
11.441667,162.334852
11.450000,162.330175
11.458333,162.325195
11.466667,162.312692
11.475000,162.302527
11.483333,162.306922
11.491667,162.305053
11.500000,162.319909
11.508333,162.308660
11.516667,162.314687
11.525000,162.309419
11.533333,162.311262
11.541667,162.296955
11.550000,162.303808
11.558333,162.311071
11.566667,162.303789
11.575000,162.290368
11.583333,162.299489
11.591667,162.287182
11.600000,162.277373
